Name,Postal,Median Household Income,Poverty Percent All Ages,State FIPS,County FIPS,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,90% CI Lower Bound,90% CI Upper Bound
Larue County,KY,"37,863",19.1,21,123,"2,103","3,165",15.3,22.9,969,758,"1,180",29.7,23.2,36.2,641,499,783,26.9,20.9,32.9,"34,541","41,185"
Laurel County,KY,"34,712",24.0,21,125,"11,905","15,993",20.5,27.5,"4,663","3,754","5,572",33.3,26.8,39.8,"3,045","2,414","3,676",29.8,23.6,36.0,"31,828","37,596"
Lawrence County,KY,"33,313",20.0,21,127,"2,341","3,941",14.9,25.1,"1,072",784,"1,360",29.9,21.9,37.9,744,549,939,29.5,21.8,37.2,"30,266","36,360"
Lee County,KY,"24,908",37.3,21,129,"2,007","3,091",29.4,45.2,778,601,955,52.2,40.3,64.1,521,400,642,46.1,35.4,56.8,"22,525","27,291"
Leslie County,KY,"30,597",29.2,21,131,"2,589","3,855",23.5,34.9,848,646,"1,050",35.8,27.3,44.3,580,443,717,33.6,25.7,41.5,"27,914","33,280"
Letcher County,KY,"33,410",23.2,21,133,"4,548","6,728",18.7,27.7,"1,735","1,319","2,151",32.6,24.8,40.4,"1,185",902,"1,468",31.1,23.7,38.5,"30,382","36,438"
Lewis County,KY,"29,453",28.4,21,135,"3,127","4,629",22.9,33.9,"1,272",971,"1,573",39.5,30.1,48.9,876,672,"1,080",36.9,28.3,45.5,"26,642","32,264"
Lincoln County,KY,"32,864",23.3,21,137,"4,583","6,783",18.8,27.8,"2,024","1,572","2,476",33.9,26.3,41.5,"1,358","1,056","1,660",31.3,24.3,38.3,"30,090","35,638"
Livingston County,KY,"38,608",14.7,21,139,"1,087","1,673",11.6,17.8,445,346,544,23.4,18.2,28.6,310,243,377,22.6,17.7,27.5,"35,041","42,175"
Logan County,KY,"37,316",17.9,21,141,"3,723","5,771",14.0,21.8,"1,775","1,349","2,201",27.5,20.9,34.1,"1,164",882,"1,446",24.7,18.7,30.7,"34,003","40,629"
Lyon County,KY,"39,588",14.9,21,143,818,"1,320",11.4,18.4,258,194,322,20.8,15.7,25.9,172,129,215,18.9,14.2,23.6,"35,842","43,334"
McCracken County,KY,"41,585",16.1,21,145,"8,486","12,214",13.2,19.0,"3,654","2,836","4,472",25.6,19.9,31.3,"2,417","1,840","2,994",23.2,17.7,28.7,"38,427","44,743"
McCreary County,KY,"24,691",36.5,21,147,"4,625","7,347",28.2,44.8,"1,964","1,477","2,451",49.3,37.1,61.5,"1,330",999,"1,661",46.2,34.7,57.7,"22,397","26,985"
McLean County,KY,"38,580",16.4,21,149,"1,201","1,881",12.8,20.0,524,398,650,24.1,18.3,29.9,344,260,428,21.2,16.1,26.3,"35,444","41,716"
Madison County,KY,"41,945",21.4,21,151,"14,337","18,779",18.5,24.3,"4,401","3,552","5,250",25.1,20.3,29.9,"2,801","2,199","3,403",22.5,17.7,27.3,"39,852","44,038"
Magoffin County,KY,"28,943",29.4,21,153,"3,008","4,730",22.9,35.9,"1,293",983,"1,603",41.2,31.3,51.1,874,665,"1,083",37.1,28.2,46.0,"26,172","31,714"
Marion County,KY,"36,816",18.4,21,155,"2,575","4,257",13.9,22.9,"1,248",938,"1,558",25.9,19.5,32.3,830,620,"1,040",23.7,17.7,29.7,"34,078","39,554"
Marshall County,KY,"43,825",11.5,21,157,"2,703","4,387",8.8,14.2,"1,183",877,"1,489",18.5,13.7,23.3,852,637,"1,067",17.9,13.4,22.4,"40,160","47,490"
Martin County,KY,"29,575",36.6,21,159,"3,231","4,985",28.8,44.4,"1,145",883,"1,407",42.2,32.5,51.9,757,583,931,38.2,29.4,47.0,"26,743","32,407"
Mason County,KY,"36,795",21.6,21,161,"2,989","4,421",17.4,25.8,"1,414","1,124","1,704",33.9,26.9,40.9,934,741,"1,127",31.4,24.9,37.9,"33,510","40,080"
Meade County,KY,"46,671",14.3,21,163,"3,260","4,850",11.5,17.1,"1,641","1,293","1,989",21.5,16.9,26.1,"1,063",827,"1,299",19.5,15.2,23.8,"42,980","50,362"
Menifee County,KY,"28,061",28.4,21,165,"1,352","2,158",21.9,34.9,607,459,755,43.2,32.7,53.7,394,297,491,37.9,28.5,47.3,"25,457","30,665"
Mercer County,KY,"41,985",15.3,21,167,"2,566","3,922",12.1,18.5,"1,128",854,"1,402",22.9,17.3,28.5,731,549,913,19.9,14.9,24.9,"38,156","45,814"
Metcalfe County,KY,"28,538",21.4,21,169,"1,621","2,645",16.3,26.5,852,634,"1,070",36.1,26.9,45.3,577,429,725,33.6,25.0,42.2,"26,139","30,937"
Monroe County,KY,"28,074",24.5,21,171,"2,033","3,245",18.9,30.1,972,730,"1,214",39.1,29.4,48.8,654,491,817,35.6,26.7,44.5,"25,566","30,582"
Montgomery County,KY,"37,678",19.2,21,173,"4,038","5,970",15.5,22.9,"1,667","1,284","2,050",26.6,20.5,32.7,"1,138",882,"1,394",25.4,19.7,31.1,"34,544","40,812"
Morgan County,KY,"30,502",31.8,21,175,"3,040","4,536",25.5,38.1,"1,064",828,"1,300",38.8,30.2,47.4,692,536,848,34.2,26.5,41.9,"27,754","33,250"
Muhlenberg County,KY,"37,614",21.0,21,177,"5,015","7,509",16.8,25.2,"1,986","1,547","2,425",30.0,23.4,36.6,"1,310","1,011","1,609",26.9,20.8,33.0,"34,973","40,255"
Nelson County,KY,"43,330",16.0,21,179,"5,686","8,086",13.2,18.8,"2,388","1,897","2,879",21.5,17.1,25.9,"1,587","1,251","1,923",19.6,15.4,23.8,"39,983","46,677"
Nicholas County,KY,"36,306",18.7,21,181,"1,002","1,612",14.3,23.1,492,369,615,29.2,21.9,36.5,330,247,413,26.7,20.0,33.4,"33,079","39,533"
Ohio County,KY,"35,975",20.4,21,183,"3,860","5,682",16.5,24.3,"1,704","1,313","2,095",29.5,22.7,36.3,"1,100",832,"1,368",26.9,20.4,33.4,"33,227","38,723"
Oldham County,KY,"75,724",7.7,21,185,"3,624","4,964",6.5,8.9,"1,405","1,138","1,672",8.5,6.9,10.1,857,675,"1,039",6.5,5.1,7.9,"69,910","81,538"
Owen County,KY,"40,413",16.7,21,187,"1,370","2,234",12.7,20.7,653,492,814,25.1,18.9,31.3,432,323,541,22.5,16.8,28.2,"36,626","44,200"
Owsley County,KY,"22,335",40.1,21,189,"1,457","2,275",31.3,48.9,565,429,701,54.4,41.3,67.5,383,290,476,49.4,37.4,61.4,"20,164","24,506"
Pendleton County,KY,"43,517",15.0,21,191,"1,741","2,679",11.8,18.2,830,632,"1,028",23.0,17.5,28.5,549,411,687,20.3,15.2,25.4,"39,486","47,548"
Perry County,KY,"31,604",28.7,21,193,"6,752","9,352",24.1,33.3,"2,301","1,847","2,755",37.9,30.4,45.4,"1,471","1,152","1,790",33.6,26.3,40.9,"28,733","34,475"
Pike County,KY,"30,302",27.3,21,195,"15,393","19,415",24.1,30.5,"5,143","4,432","5,854",36.8,31.7,41.9,"3,085","2,559","3,611",30.2,25.0,35.4,"28,299","32,305"
Powell County,KY,"32,041",25.2,21,197,"2,422","3,802",19.6,30.8,"1,204",901,"1,507",40.1,30.0,50.2,812,609,"1,015",37.6,28.2,47.0,"28,994","35,088"
Pulaski County,KY,"33,026",21.5,21,199,"11,428","15,234",18.4,24.6,"4,109","3,213","5,005",29.4,23.0,35.8,"2,818","2,189","3,447",27.8,21.6,34.0,"31,008","35,044"
Robertson County,KY,"32,844",22.6,21,201,388,612,17.5,27.7,162,123,201,33.3,25.3,41.3,107,81,133,30.7,23.2,38.2,"29,775","35,913"
Rockcastle County,KY,"30,900",23.9,21,203,"3,158","4,810",18.9,28.9,"1,358","1,026","1,690",35.1,26.5,43.7,926,701,"1,151",31.7,24.0,39.4,"28,119","33,681"
Rowan County,KY,"35,145",28.3,21,205,"4,921","6,879",23.6,33.0,"1,423","1,122","1,724",32.3,25.5,39.1,888,688,"1,088",28.8,22.3,35.3,"31,807","38,483"
Russell County,KY,"29,478",27.8,21,207,"3,964","5,658",22.9,32.7,"1,420","1,084","1,756",37.4,28.5,46.3,997,765,"1,229",36.4,27.9,44.9,"26,672","32,284"
Scott County,KY,"56,791",11.3,21,209,"4,229","6,151",9.2,13.4,"1,986","1,536","2,436",15.9,12.3,19.5,"1,294","1,001","1,587",14.4,11.1,17.7,"52,478","61,104"
Shelby County,KY,"51,845",12.1,21,211,"3,902","6,002",9.5,14.7,"1,822","1,399","2,245",17.7,13.6,21.8,"1,166",883,"1,449",15.6,11.8,19.4,"47,921","55,769"
Simpson County,KY,"40,905",16.2,21,213,"2,151","3,365",12.6,19.8,"1,057",799,"1,315",25.2,19.1,31.3,689,515,863,22.5,16.8,28.2,"37,164","44,646"
Spencer County,KY,"62,579",9.0,21,215,"1,165","1,879",6.9,11.1,547,412,682,12.6,9.5,15.7,360,271,449,11.2,8.4,14.0,"56,928","68,230"
Taylor County,KY,"35,962",22.8,21,217,"4,480","6,232",19.1,26.5,"1,883","1,547","2,219",35.0,28.8,41.2,"1,155",913,"1,397",30.1,23.8,36.4,"33,412","38,512"
Todd County,KY,"36,173",23.6,21,219,"2,372","3,382",19.5,27.7,"1,171",921,"1,421",35.1,27.6,42.6,786,617,955,33.4,26.2,40.6,"32,700","39,646"
Trigg County,KY,"42,387",15.0,21,221,"1,627","2,659",11.4,18.6,799,599,999,25.1,18.8,31.4,523,390,656,22.1,16.5,27.7,"38,707","46,067"
Trimble County,KY,"44,533",15.0,21,223,"1,024","1,588",11.8,18.2,435,330,540,20.2,15.3,25.1,292,221,363,18.3,13.9,22.7,"40,377","48,689"
Union County,KY,"41,209",19.4,21,225,"2,330","3,420",15.7,23.1,903,703,"1,103",27.0,21.0,33.0,573,445,701,24.2,18.8,29.6,"37,470","44,948"
Warren County,KY,"41,001",20.5,21,227,"19,464","24,872",18.0,23.0,"6,464","5,273","7,655",25.5,20.8,30.2,"4,235","3,374","5,096",23.4,18.7,28.1,"37,983","44,019"
Washington County,KY,"38,618",16.7,21,229,"1,486","2,326",13.0,20.4,671,509,833,24.9,18.9,30.9,449,338,560,22.6,17.0,28.2,"35,206","42,030"
Wayne County,KY,"26,683",28.3,21,231,"4,651","6,889",22.8,33.8,"1,863","1,435","2,291",40.7,31.3,50.1,"1,212",917,"1,507",36.6,27.7,45.5,"24,504","28,862"
Webster County,KY,"41,516",15.1,21,233,"1,519","2,459",11.5,18.7,674,503,845,21.6,16.1,27.1,456,341,571,20.7,15.5,25.9,"37,662","45,370"
Whitley County,KY,"29,813",26.2,21,235,"7,050","10,770",20.7,31.7,"3,151","2,393","3,909",37.6,28.6,46.6,"2,121","1,608","2,634",34.1,25.9,42.3,"27,107","32,519"
Wolfe County,KY,"25,968",31.8,21,237,"1,766","2,812",24.5,39.1,820,617,"1,023",47.8,36.0,59.6,553,416,690,44.7,33.6,55.8,"24,093","27,843"
Woodford County,KY,"55,962",11.2,21,239,"2,198","3,322",8.9,13.5,994,763,"1,225",16.9,13.0,20.8,657,502,812,14.7,11.2,18.2,"51,204","60,720"
Louisiana,LA,"42,510",18.8,22,000,"816,150","846,874",18.5,19.1,"302,056","292,729","311,383",27.4,26.6,28.2,"197,278","189,030","205,526",25.0,24.0,26.0,"41,852","43,168"
Acadia Parish,LA,"36,814",21.0,22,001,"10,650","14,870",17.5,24.5,"4,886","3,958","5,814",29.6,24.0,35.2,"3,220","2,590","3,850",27.1,21.8,32.4,"33,728","39,900"
Allen Parish,LA,"35,711",20.4,22,003,"3,404","5,344",15.9,24.9,"1,539","1,209","1,869",26.6,20.9,32.3,960,736,"1,184",23.2,17.8,28.6,"33,319","38,103"
Ascension Parish,LA,"62,069",12.8,22,005,"11,651","15,593",11.0,14.6,"5,668","4,867","6,469",18.6,16.0,21.2,"3,386","2,797","3,975",15.3,12.6,18.0,"57,154","66,984"
Assumption Parish,LA,"43,503",16.7,22,007,"2,951","4,765",12.8,20.6,"1,324",990,"1,658",23.4,17.5,29.3,860,636,"1,084",20.5,15.2,25.8,"39,810","47,196"
Avoyelles Parish,LA,"31,523",21.6,22,009,"6,640","10,060",17.2,26.0,"3,009","2,302","3,716",29.7,22.7,36.7,"2,042","1,514","2,570",27.9,20.7,35.1,"29,209","33,837"
Beauregard Parish,LA,"43,672",15.7,22,011,"4,357","6,463",12.6,18.8,"2,000","1,568","2,432",21.9,17.2,26.6,"1,313","1,007","1,619",19.7,15.1,24.3,"40,786","46,558"
Bienville Parish,LA,"31,421",24.4,22,013,"2,710","4,096",19.4,29.4,"1,163",895,"1,431",35.6,27.4,43.8,788,606,970,32.5,25.0,40.0,"28,657","34,185"
Bossier Parish,LA,"48,957",14.0,22,015,"13,536","18,644",11.8,16.2,"6,503","5,458","7,548",22.0,18.5,25.5,"4,143","3,343","4,943",19.8,16.0,23.6,"45,134","52,780"
Caddo Parish,LA,"37,739",19.5,22,017,"42,686","54,526",17.1,21.9,"19,279","16,342","22,216",31.3,26.5,36.1,"13,418","11,356","15,480",30.5,25.8,35.2,"35,261","40,217"
Calcasieu Parish,LA,"40,928",17.6,22,019,"29,706","36,858",15.7,19.5,"11,651","9,918","13,384",24.2,20.6,27.8,"7,576","6,248","8,904",21.9,18.1,25.7,"38,757","43,099"
Caldwell Parish,LA,"34,855",21.6,22,021,"1,611","2,503",16.9,26.3,734,567,901,31.4,24.2,38.6,492,380,604,29.0,22.4,35.6,"31,531","38,179"
Cameron Parish,LA,"47,100",13.1,22,023,677,"1,101",10.0,16.2,300,229,371,18.6,14.2,23.0,204,154,254,16.8,12.7,20.9,"42,668","51,532"
Catahoula Parish,LA,"31,325",26.1,22,025,"1,926","3,034",20.3,31.9,865,667,"1,063",37.2,28.7,45.7,546,413,679,32.6,24.6,40.6,"28,364","34,286"
Claiborne Parish,LA,"34,274",30.9,22,027,"3,537","5,213",25.0,36.8,"1,342","1,068","1,616",40.5,32.2,48.8,913,731,"1,095",37.9,30.3,45.5,"31,581","36,967"
Concordia Parish,LA,"29,891",32.9,22,029,"5,314","7,364",27.6,38.2,"2,281","1,836","2,726",44.1,35.5,52.7,"1,426","1,114","1,738",38.1,29.8,46.4,"27,232","32,550"
De Soto Parish,LA,"37,379",21.2,22,031,"4,656","6,548",17.6,24.8,"2,027","1,648","2,406",30.9,25.1,36.7,"1,238",964,"1,512",26.0,20.3,31.7,"33,994","40,764"
East Baton Rouge Parish,LA,"44,911",17.3,22,033,"66,462","82,370",15.4,19.2,"26,872","23,140","30,604",26.3,22.6,30.0,"18,161","15,452","20,870",24.9,21.2,28.6,"42,829","46,993"
East Carroll Parish,LA,"25,442",40.3,22,035,"2,057","3,305",30.9,49.7,"1,047",788,"1,306",53.7,40.4,67.0,706,530,882,51.0,38.3,63.7,"23,158","27,726"
East Feliciana Parish,LA,"42,347",18.6,22,037,"2,546","4,070",14.3,22.9,"1,063",808,"1,318",26.0,19.8,32.2,685,511,859,22.9,17.1,28.7,"39,042","45,652"
Evangeline Parish,LA,"31,736",22.9,22,039,"5,786","9,130",17.8,28.0,"2,881","2,186","3,576",31.9,24.2,39.6,"1,932","1,467","2,397",29.8,22.6,37.0,"28,822","34,650"
Franklin Parish,LA,"30,105",27.4,22,041,"4,531","6,469",22.6,32.2,"2,269","1,825","2,713",43.3,34.8,51.8,"1,527","1,219","1,835",41.4,33.0,49.8,"27,421","32,789"
Grant Parish,LA,"38,225",19.3,22,043,"2,865","4,581",14.9,23.7,"1,232",926,"1,538",24.3,18.3,30.3,843,632,"1,054",23.2,17.4,29.0,"35,116","41,334"
Iberia Parish,LA,"40,914",23.0,22,045,"13,903","19,249",19.3,26.7,"6,783","5,670","7,896",34.8,29.1,40.5,"4,178","3,366","4,990",29.7,23.9,35.5,"37,536","44,292"
Iberville Parish,LA,"40,140",22.7,22,047,"5,418","8,000",18.3,27.1,"2,181","1,730","2,632",29.4,23.3,35.5,"1,365","1,033","1,697",25.8,19.5,32.1,"37,855","42,425"
Jackson Parish,LA,"36,312",19.4,22,049,"2,296","3,618",15.1,23.7,"1,002",765,"1,239",27.3,20.8,33.8,683,521,845,26.4,20.1,32.7,"33,016","39,608"
Jefferson Parish,LA,"46,500",16.2,22,051,"62,692","76,160",14.6,17.8,"24,217","21,418","27,016",25.4,22.5,28.3,"15,296","13,153","17,439",22.6,19.4,25.8,"45,308","47,692"
Jefferson Davis Parish,LA,"39,246",20.2,22,053,"5,094","7,378",16.5,23.9,"2,199","1,745","2,653",26.7,21.2,32.2,"1,421","1,115","1,727",23.9,18.7,29.1,"35,725","42,767"
Lafayette Parish,LA,"48,295",17.8,22,055,"34,370","43,000",15.8,19.8,"11,993","9,996","13,990",22.4,18.7,26.1,"7,731","6,310","9,152",20.4,16.7,24.1,"45,498","51,092"
Lafourche Parish,LA,"48,436",13.3,22,057,"9,953","15,217",10.5,16.1,"4,522","3,420","5,624",19.5,14.8,24.2,"3,070","2,297","3,843",18.6,13.9,23.3,"44,791","52,081"
La Salle Parish,LA,"41,563",14.7,22,059,"1,477","2,533",10.8,18.6,740,555,925,21.2,15.9,26.5,492,367,617,19.5,14.6,24.4,"37,659","45,467"
Lincoln Parish,LA,"36,532",24.2,22,061,"8,526","11,780",20.3,28.1,"3,024","2,476","3,572",32.0,26.2,37.8,"1,909","1,528","2,290",29.0,23.2,34.8,"33,147","39,917"
Livingston Parish,LA,"53,125",12.5,22,063,"13,060","18,746",10.3,14.7,"5,979","4,783","7,175",17.2,13.8,20.6,"3,824","2,989","4,659",15.2,11.9,18.5,"50,676","55,574"
Madison Parish,LA,"25,565",37.4,22,065,"3,039","4,841",28.8,46.0,"1,495","1,139","1,851",50.2,38.3,62.1,"1,010",769,"1,251",46.5,35.4,57.6,"23,163","27,967"
Morehouse Parish,LA,"29,526",27.4,22,067,"5,925","8,907",21.9,32.9,"2,757","2,118","3,396",40.6,31.2,50.0,"1,823","1,404","2,242",37.3,28.7,45.9,"26,757","32,295"
Natchitoches Parish,LA,"32,055",25.3,22,069,"8,253","10,637",22.1,28.5,"3,181","2,624","3,738",33.8,27.9,39.7,"2,001","1,575","2,427",29.6,23.3,35.9,"30,439","33,671"
Orleans Parish,LA,"36,525",27.1,22,071,"83,233","98,663",24.8,29.4,"30,031","26,796","33,266",41.2,36.8,45.6,"19,080","16,570","21,590",37.5,32.6,42.4,"34,590","38,460"
Ouachita Parish,LA,"37,728",20.6,22,073,"26,344","34,666",17.8,23.4,"11,198","9,049","13,347",28.3,22.9,33.7,"7,586","5,933","9,239",26.7,20.9,32.5,"35,161","40,295"
Plaquemines Parish,LA,"49,781",15.1,22,075,"2,639","4,229",11.6,18.6,"1,200",913,"1,487",19.2,14.6,23.8,778,587,969,16.7,12.6,20.8,"45,340","54,222"
Pointe Coupee Parish,LA,"41,277",17.6,22,077,"2,976","4,980",13.2,22.0,"1,504","1,137","1,871",27.8,21.0,34.6,"1,015",767,"1,263",25.2,19.0,31.4,"37,652","44,902"
Rapides Parish,LA,"39,693",19.6,22,079,"21,321","28,775",16.7,22.5,"9,767","8,084","11,450",29.3,24.3,34.3,"6,311","5,084","7,538",26.0,20.9,31.1,"37,318","42,068"
Red River Parish,LA,"32,711",23.3,22,081,"1,582","2,542",17.9,28.7,747,566,928,33.0,25.0,41.0,494,369,619,30.9,23.1,38.7,"29,689","35,733"
Richland Parish,LA,"32,646",25.4,22,083,"4,002","6,030",20.3,30.5,"2,082","1,668","2,496",40.0,32.1,47.9,"1,322","1,023","1,621",35.2,27.2,43.2,"29,731","35,561"
Sabine Parish,LA,"36,604",21.9,22,085,"4,370","6,020",18.4,25.4,"1,987","1,666","2,308",34.3,28.8,39.8,"1,300","1,080","1,520",31.0,25.7,36.3,"33,349","39,859"
St. Bernard Parish,LA,"38,700",17.8,22,087,"4,829","8,153",13.2,22.4,"2,653","1,982","3,324",28.8,21.5,36.1,"1,816","1,358","2,274",28.7,21.5,35.9,"35,387","42,013"
St. Charles Parish,LA,"54,553",12.7,22,089,"5,334","7,874",10.3,15.1,"2,546","2,028","3,064",18.2,14.5,21.9,"1,675","1,321","2,029",16.2,12.8,19.6,"50,388","58,718"
St. Helena Parish,LA,"32,936",23.9,22,091,"2,089","3,181",19.0,28.8,"1,053",812,"1,294",38.9,30.0,47.8,705,541,869,37.4,28.7,46.1,"29,917","35,955"
St. James Parish,LA,"45,829",16.3,22,093,"2,742","4,342",12.6,20.0,"1,317","1,015","1,619",23.6,18.2,29.0,887,682,"1,092",21.7,16.7,26.7,"41,517","50,141"
St. John the Baptist Parish,LA,"45,987",18.6,22,095,"6,884","9,910",15.3,21.9,"3,530","2,849","4,211",29.0,23.4,34.6,"2,446","2,004","2,888",27.6,22.6,32.6,"42,143","49,831"
St. Landry Parish,LA,"33,466",26.4,22,097,"19,005","24,385",23.1,29.7,"8,118","6,839","9,397",36.4,30.7,42.1,"5,091","4,136","6,046",31.7,25.7,37.7,"31,097","35,835"
St. Martin Parish,LA,"39,444",21.8,22,099,"9,484","12,938",18.4,25.2,"4,568","3,895","5,241",33.8,28.8,38.8,"3,336","2,881","3,791",34.2,29.5,38.9,"36,210","42,678"
St. Mary Parish,LA,"40,193",20.6,22,101,"9,119","12,993",17.0,24.2,"4,399","3,538","5,260",32.2,25.9,38.5,"2,902","2,299","3,505",29.3,23.2,35.4,"37,936","42,450"
St. Tammany Parish,LA,"59,389",9.2,22,103,"17,169","25,711",7.4,11.0,"8,196","6,250","10,142",13.8,10.5,17.1,"5,221","3,836","6,606",11.8,8.7,14.9,"57,031","61,747"
Tangipahoa Parish,LA,"37,454",21.7,22,105,"21,712","29,486",18.4,25.0,"9,038","7,463","10,613",30.1,24.8,35.4,"5,872","4,770","6,974",27.6,22.4,32.8,"34,788","40,120"
Tensas Parish,LA,"26,976",33.3,22,107,"1,355","2,117",26.0,40.6,647,495,799,49.5,37.9,61.1,438,334,542,46.4,35.4,57.4,"24,432","29,520"
Terrebonne Parish,LA,"47,847",18.3,22,109,"17,143","23,241",15.5,21.1,"7,525","6,188","8,862",26.4,21.7,31.1,"4,728","3,763","5,693",23.1,18.4,27.8,"44,070","51,624"
Union Parish,LA,"36,863",21.0,22,111,"3,725","5,629",16.7,25.3,"1,772","1,398","2,146",34.4,27.1,41.7,"1,172",915,"1,429",31.6,24.6,38.6,"33,707","40,019"
Vermilion Parish,LA,"43,498",17.5,22,113,"7,970","12,098",13.9,21.1,"3,892","3,049","4,735",25.6,20.1,31.1,"2,614","2,014","3,214",23.9,18.4,29.4,"40,712","46,284"
Vernon Parish,LA,"43,752",13.5,22,115,"5,402","8,178",10.7,16.3,"3,068","2,413","3,723",21.3,16.7,25.9,"2,001","1,547","2,455",20.9,16.2,25.6,"40,799","46,705"
Washington Parish,LA,"30,950",26.8,22,117,"10,232","14,100",22.5,31.1,"4,308","3,461","5,155",37.1,29.8,44.4,"2,749","2,145","3,353",32.6,25.4,39.8,"28,841","33,059"
Webster Parish,LA,"35,861",22.6,22,119,"7,590","10,468",19.0,26.2,"3,074","2,464","3,684",32.3,25.9,38.7,"2,049","1,612","2,486",29.7,23.4,36.0,"32,884","38,838"
West Baton Rouge Parish,LA,"46,783",15.0,22,121,"2,711","4,301",11.6,18.4,"1,283",977,"1,589",21.8,16.6,27.0,857,645,"1,069",20.3,15.3,25.3,"42,561","51,005"
West Carroll Parish,LA,"32,143",22.6,22,123,"1,971","3,039",17.8,27.4,911,697,"1,125",32.6,24.9,40.3,606,459,753,29.9,22.6,37.2,"29,558","34,728"
West Feliciana Parish,LA,"48,917",20.9,22,125,"1,655","2,655",16.0,25.8,515,399,631,19.2,14.9,23.5,341,263,419,16.6,12.8,20.4,"44,425","53,409"
Winn Parish,LA,"33,447",23.9,22,127,"2,516","3,972",18.5,29.3,"1,119",856,"1,382",33.0,25.2,40.8,704,526,882,29.1,21.7,36.5,"30,383","36,511"
Maine,ME,"45,882",13.1,23,000,"163,712","174,440",12.7,13.5,"48,734","45,782","51,686",18.2,17.1,19.3,"31,620","29,034","34,206",15.8,14.5,17.1,"45,042","46,722"
Androscoggin County,ME,"41,831",14.6,23,001,"12,879","17,601",12.3,16.9,"4,847","3,809","5,885",20.4,16.0,24.8,"3,184","2,452","3,916",18.7,14.4,23.0,"39,247","44,415"
Aroostook County,ME,"36,344",14.0,23,003,"8,010","11,646",11.4,16.6,"2,784","2,077","3,491",20.0,14.9,25.1,"1,865","1,373","2,357",17.8,13.1,22.5,"34,279","38,409"
Cumberland County,ME,"57,424",10.3,23,005,"24,253","32,099",8.9,11.7,"7,841","6,340","9,342",13.6,11.0,16.2,"5,116","4,096","6,136",11.8,9.4,14.2,"54,823","60,025"
Franklin County,ME,"39,034",15.6,23,007,"3,644","5,548",12.4,18.8,"1,311",990,"1,632",22.3,16.8,27.8,827,604,"1,050",18.9,13.8,24.0,"35,914","42,154"
Hancock County,ME,"41,106",14.0,23,009,"6,331","8,591",11.9,16.1,"1,967","1,557","2,377",20.2,16.0,24.4,"1,252",966,"1,538",17.4,13.4,21.4,"37,680","44,532"
Kennebec County,ME,"44,725",11.7,23,011,"11,489","16,303",9.7,13.7,"4,166","3,193","5,139",16.9,13.0,20.8,"2,685","2,040","3,330",14.5,11.0,18.0,"41,905","47,545"
Knox County,ME,"42,593",13.7,23,013,"4,179","6,323",10.9,16.5,"1,495","1,102","1,888",19.8,14.6,25.0,983,720,"1,246",17.3,12.7,21.9,"39,454","45,732"
Lincoln County,ME,"45,520",12.7,23,015,"3,419","5,179",10.1,15.3,"1,315","1,006","1,624",20.8,15.9,25.7,861,651,"1,071",18.3,13.8,22.8,"43,000","48,040"
Oxford County,ME,"38,789",15.0,23,017,"6,891","10,131",12.2,17.8,"2,665","1,995","3,335",22.5,16.8,28.2,"1,786","1,341","2,231",20.3,15.2,25.4,"36,178","41,400"
Penobscot County,ME,"42,602",16.0,23,019,"20,581","26,435",14.0,18.0,"6,104","4,949","7,259",20.6,16.7,24.5,"3,758","2,994","4,522",17.3,13.8,20.8,"40,046","45,158"
Piscataquis County,ME,"34,420",16.6,23,021,"2,261","3,477",13.1,20.1,886,660,"1,112",27.3,20.3,34.3,604,447,761,24.3,18.0,30.6,"31,653","37,187"
Sagadahoc County,ME,"52,071",10.5,23,023,"2,880","4,444",8.3,12.7,"1,122",821,"1,423",15.3,11.2,19.4,741,540,942,13.6,9.9,17.3,"48,530","55,612"
Somerset County,ME,"36,249",18.6,23,025,"8,050","11,104",15.6,21.6,"2,771","2,138","3,404",25.7,19.8,31.6,"1,865","1,431","2,299",22.9,17.6,28.2,"33,459","39,039"
Waldo County,ME,"37,986",15.6,23,027,"4,935","6,975",12.9,18.3,"1,851","1,426","2,276",23.4,18.0,28.8,"1,215",911,"1,519",20.6,15.5,25.7,"35,717","40,255"
Washington County,ME,"32,847",19.4,23,029,"5,032","7,332",15.8,23.0,"1,971","1,535","2,407",30.9,24.1,37.7,"1,345","1,037","1,653",28.4,21.9,34.9,"30,669","35,025"
York County,ME,"54,076",10.3,23,031,"16,791","23,339",8.6,12.0,"5,637","4,430","6,844",13.7,10.8,16.6,"3,533","2,714","4,352",11.3,8.7,13.9,"51,019","57,133"
Maryland,MD,"68,933",9.9,24,000,"545,242","574,632",9.6,10.2,"174,469","166,013","182,925",13.1,12.5,13.7,"113,786","106,642","120,930",11.8,11.1,12.5,"68,100","69,766"
Allegany County,MD,"37,083",17.1,24,001,"9,451","13,479",14.1,20.1,"3,144","2,458","3,830",23.9,18.7,29.1,"2,005","1,553","2,457",20.8,16.1,25.5,"34,257","39,909"
